0 -5.77316e-15 -4.29286e-16 -2.66454e-15 
100 -6.59226e-15 2.12669e-15 -6.72055e-15 
200 -6.16791e-15 6.41462e-16 -9.35548e-15 
300 -2.74842e-15 2.23031e-15 -8.9706e-15 
400 -2.25992e-15 2.25005e-15 -3.91785e-15 
500 -2.70401e-15 2.30926e-15 -3.73035e-15 
600 -4.01654e-15 2.34874e-15 -5.84224e-15 
700 -1.4803e-15 1.61846e-15 -6.51331e-15 
800 -7.10543e-16 4.39155e-15 -8.23045e-15 
900 2.42769e-15 1.77389e-15 -1.13341e-14 
1000 -5.21065e-15 1.89478e-15 -4.38168e-15 
1100 -9.91799e-16 -8.33901e-16 -8.44756e-15 
1200 2.12176e-16 -8.88178e-16 -4.6358e-15 
1300 6.93273e-16 -2.44866e-16 -5.60293e-15 
1400 -1.15463e-15 -1.26319e-15 -7.10049e-15 
1500 3.9672e-15 1.71714e-15 -6.03468e-15 
1600 1.02437e-14 1.57898e-15 -1.00586e-14 
1700 5.83731e-15 0 -2.51157e-15 
1800 4.74682e-15 -9.97967e-16 -1.76649e-15 
1900 3.92526e-15 -8.88178e-16 -6.38255e-15 
2000 7.50017e-15 1.00167e-15 -7.86531e-15 
2100 8.55242e-15 -3.45403e-16 -9.07916e-15 
2200 3.94746e-15 -5.7929e-15 -4.39648e-15 
2300 8.11141e-15 2.71388e-16 -3.70568e-15 
2400 5.57085e-15 -1.09295e-15 1.55925e-15 
2500 6.42449e-15 -1.91205e-15 -3.64647e-15 
2600 6.23699e-15 -3.70568e-15 1.34954e-15 
2700 7.54458e-15 -3.43429e-15 2.19084e-15 
2800 1.05311e-14 -1.28292e-16 -1.32733e-15 
2900 1.15272e-14 -3.52804e-16 2.96059e-16 
3000 1.08432e-14 2.07242e-16 9.86865e-18 
3100 1.64214e-14 1.4803e-16 -1.6382e-15 
3200 1.62142e-14 1.38161e-16 1.89971e-16 
3300 1.05792e-14 -9.32587e-16 2.13039e-15 
3400 1.53951e-14 -2.49677e-15 -3.05928e-16 
3500 1.25727e-14 6.90805e-17 -6.56265e-16 
3600 1.13292e-14 -1.13489e-15 -1.11516e-15 
3700 1.27725e-14 1.11516e-15 1.52872e-15 
3800 1.33523e-14 4.30767e-15 1.55925e-15 
3900 1.59921e-14 1.45069e-15 1.72948e-15 
4000 1.58293e-14 2.22045e-15 1.90712e-15 
4100 1.39444e-14 -3.84877e-16 -2.88165e-15 
4200 1.08062e-14 -2.56585e-16 4.5698e-15 
4300 1.43034e-14 -1.28786e-15 -1.57898e-16 
4400 1.54839e-14 -3.94746e-17 4.18431e-15 
4500 1.1798e-14 1.1645e-15 2.84371e-15 
4600 1.39937e-14 2.21058e-15 -1.93426e-15 
4700 1.30069e-14 -2.1415e-15 7.59886e-16 
4800 7.95413e-15 -1.6826e-15 -1.35571e-15 
4900 1.04805e-14 -4.53464e-15 4.14483e-15 
5000 1.00858e-14 -5.6606e-15 2.90138e-15 
5100 1.2622e-14 -5.56098e-15 4.26819e-15 
5200 9.69101e-15 -3.92279e-15 2.81256e-16 
5300 1.19509e-14 -7.49462e-15 4.51984e-15 
5400 1.06877e-14 -9.71075e-15 3.44909e-15 
5500 1.25233e-14 -7.07582e-15 1.85531e-15 
5600 9.91306e-15 -8.28967e-15 8.06269e-15 
5700 1.20694e-14 -9.51091e-15 5.1317e-15 
5800 1.69149e-14 -1.02634e-14 8.24032e-15 
5900 1.37544e-14 -1.11022e-14 8.32421e-15 
6000 1.2849e-14 -7.57912e-15 6.20861e-15 
6100 1.31241e-14 -9.52325e-15 7.52361e-15 
6200 1.1423e-14 -7.22385e-15 1.02634e-14 
6300 1.07519e-14 -8.17124e-15 1.277e-14 
6400 1.30871e-14 -8.47224e-15 1.28885e-14 
6500 1.3599e-14 -6.45255e-15 1.46056e-14 
6600 1.29279e-14 -4.5001e-15 1.09739e-14 
6700 7.18438e-15 -7.56925e-15 1.18226e-14 
6800 1.30612e-14 -1.02208e-14 1.15463e-14 
6900 1.08691e-14 -9.75454e-15 5.80277e-15 
7000 9.58246e-15 -1.17141e-14 1.00167e-14 
7100 7.10543e-15 -9.13343e-15 9.85878e-15 
7200 9.49364e-15 -1.19707e-14 1.13786e-14 
7300 6.90805e-15 -1.06187e-14 9.04955e-15 
7400 5.88788e-15 -1.05249e-14 1.11516e-14 
7500 8.63013e-15 -3.86851e-15 9.39495e-15 
7600 9.05202e-15 -9.14824e-15 4.87511e-15 
7700 7.17451e-15 -1.10035e-14 6.27646e-15 
7800 3.86851e-15 -1.24049e-14 5.20078e-15 
7900 6.56265e-15 -1.43243e-14 5.74355e-15 
8000 7.11776e-15 -1.68976e-14 7.1449e-15 
8100 2.01567e-15 -1.64313e-14 8.17618e-15 
8200 4.6284e-15 -1.55135e-14 8.57586e-15 
8300 2.20071e-15 -1.93426e-14 1.01252e-14 
8400 6.57252e-15 -1.82077e-14 9.34561e-15 
8500 4.56425e-15 -1.96386e-14 9.00021e-15 
8600 4.8159e-15 -1.97077e-14 7.75676e-15 
8700 6.51824e-15 -1.6324e-14 7.73455e-15 
8800 5.04288e-15 -1.86221e-14 1.04361e-14 
8900 7.67287e-16 -2.25246e-14 7.69261e-15 
9000 4.45076e-15 -2.26239e-14 3.38248e-15 
9100 7.09556e-15 -2.44002e-14 5.83731e-15 
9200 2.60532e-15 -2.27941e-14 5.47463e-15 
9300 3.22705e-15 -2.34923e-14 1.18029e-14 
9400 1.97373e-17 -2.15803e-14 6.37515e-15 
9500 2.40795e-15 -2.07488e-14 9.41963e-15 
9600 3.45403e-15 -1.99001e-14 8.9706e-15 
9700 1.0066e-15 -2.04084e-14 1.01154e-14 
9800 8.19098e-16 -2.48493e-14 1.13909e-14 
9900 -1.18424e-16 -2.21823e-14 7.29293e-15 
10000 1.95399e-15 -2.30581e-14 8.15397e-15 
10100 2.25005e-15 -2.47851e-14 9.4739e-15 
10200 -3.15797e-16 -2.27522e-14 4.78136e-15 
10300 2.96553e-15 -2.23722e-14 4.59879e-15 
10400 3.78463e-15 -2.28706e-14 1.93179e-15 
10500 6.35541e-15 -2.4642e-14 5.32907e-15 
10600 -4.23858e-15 -2.57054e-14 2.04281e-15 
10700 6.01988e-16 -2.74151e-14 2.71388e-15 
10800 -2.61519e-16 -2.83033e-14 -3.70074e-16 
10900 8.83244e-16 -3.16142e-14 1.61846e-15 
11000 7.50017e-16 -2.88707e-14 -9.1285e-16 
11100 9.17784e-16 -2.82663e-14 1.54938e-15 
11200 3.94746e-15 -2.81059e-14 -1.68754e-15 
11300 9.52325e-16 -2.85204e-14 -1.67767e-16 
11400 1.75662e-15 -2.85993e-14 7.59886e-16 
11500 7.66794e-15 -2.73559e-14 9.86865e-17 
11600 9.04708e-15 -3.26097e-14 -3.60206e-16 
11700 3.27639e-15 -3.26159e-14 9.96734e-16 
11800 4.24352e-15 -3.15895e-14 3.15797e-16 
11900 6.07909e-15 -3.07014e-14 3.05928e-16 
12000 4.35207e-15 -2.96652e-14 -2.09462e-15 
12100 4.88498e-15 -2.9004e-14 -9.57259e-16 
12200 1.0409e-14 -3.28034e-14 6.01988e-16 
12300 1.72701e-15 -3.02968e-14 6.31594e-16 
12400 6.9796e-15 -2.93198e-14 4.3052e-16 
12500 5.3192e-15 -2.8587e-14 -5.1317e-16 
12600 5.32907e-15 -3.07606e-14 -1.26565e-15 
12700 5.51164e-15 -3.13626e-14 -3.82904e-15 
12800 3.07655e-15 -3.13428e-14 9.86865e-17 
12900 4.39833e-15 -3.20768e-14 -4.64813e-15 
13000 6.4689e-15 -3.24827e-14 -1.03066e-15 
13100 2.96059e-15 -3.2643e-14 -3.4935e-15 
13200 7.01661e-15 -3.55173e-14 -2.64233e-15 
13300 7.68274e-15 -3.65535e-14 -1.40628e-15 
13400 3.6514e-15 -3.3435e-14 -1.57898e-15 
13500 5.39013e-15 -3.29638e-14 -1.8257e-15 
13600 4.25778e-15 -2.97145e-14 1.08062e-15 
13700 5.48944e-15 -3.00007e-14 1.88491e-15 
13800 1.03251e-14 -3.29169e-14 2.24018e-15 
13900 3.05928e-16 -3.34893e-14 2.43756e-15 
14000 2.16679e-15 -3.55666e-14 6.07909e-15 
14100 8.63507e-18 -3.81349e-14 2.43756e-15 
14200 4.09549e-15 -3.80239e-14 1.99347e-15 
14300 2.1637e-15 -3.78956e-14 1.87258e-15 
14400 5.03795e-15 -3.69482e-14 1.79609e-15 
14500 4.53958e-15 -4.08636e-14 5.37841e-16 
14600 2.04774e-15 -3.85371e-14 -2.62506e-15 
14700 3.75502e-15 -3.90404e-14 -2.66454e-16 
14800 4.09549e-15 -4.14878e-14 -4.04615e-16 
14900 6.98207e-15 -4.09376e-14 -5.8225e-16 
15000 4.52971e-15 -3.87394e-14 -7.45083e-16 
15100 3.81917e-15 -3.94746e-14 1.03029e-14 
15200 3.31217e-16 -3.4708e-14 -4.58399e-15 
15300 4.53958e-16 -3.84335e-14 -3.42442e-15 
15400 6.41462e-17 -3.8389e-14 -3.34547e-15 
15500 -1.18424e-15 -3.63068e-14 -4.61359e-15 
15600 4.11029e-15 -3.39654e-14 -5.2896e-15 
15700 2.3364e-15 -3.29841e-14 -4.78629e-15 
15800 3.55765e-15 -3.40616e-14 -2.0132e-15 
15900 -6.06922e-16 -3.36084e-14 -3.4787e-15 
16000 5.62513e-16 -3.45649e-14 -2.76322e-15 
16100 2.72375e-15 -3.32228e-14 -7.84558e-16 
16200 2.66454e-15 -3.47463e-14 3.92772e-15 
16300 9.57259e-16 -3.39235e-14 3.05928e-16 
16400 -3.77476e-15 -3.29366e-14 3.306e-16 
16500 -1.38161e-15 -3.46414e-14 5.90392e-15 
16600 -8.38835e-16 -3.53279e-14 2.66454e-15 
16700 -2.96059e-16 -3.33856e-14 5.05275e-15 
16800 1.06581e-15 -3.27343e-14 8.38835e-15 
16900 1.01647e-15 -2.95517e-14 3.38495e-15 
17000 -5.92119e-16 -3.03698e-14 3.60206e-15 
17100 9.27653e-16 -2.92013e-14 3.23692e-15 
17200 3.54778e-15 -3.10517e-14 5.60539e-15 
17300 -1.28292e-15 -2.78296e-14 1.6678e-15 
17400 3.23692e-15 -2.99588e-14 1.57898e-15 
17500 7.35214e-16 -2.96158e-14 3.75996e-15 
17600 1.06088e-15 -2.92309e-14 -1.26319e-15 
17700 -1.41615e-15 -3.24975e-14 1.97373e-16 
17800 -2.72621e-16 -2.8888e-14 -1.57898e-15 
17900 4.38168e-15 -3.20287e-14 -2.78789e-15 
18000 4.1251e-15 -3.32573e-14 2.26979e-16 
18100 -4.56425e-16 -3.07803e-14 3.84877e-16 
18200 -1.75662e-15 -3.2083e-14 -2.08722e-15 
18300 -3.03954e-15 -3.37903e-14 -4.1325e-16 
18400 -1.69001e-15 -3.09777e-14 -2.71881e-15 
18500 3.75009e-16 -3.41875e-14 1.46796e-16 
18600 -4.17151e-15 -3.0504e-14 3.91431e-16 
18700 -4.69748e-15 -3.24432e-14 1.87011e-15 
18800 -5.48635e-16 -3.14415e-14 6.96665e-16 
18900 -2.6744e-15 -2.855e-14 1.69556e-15 
19000 -1.8843e-15 -3.18461e-14 9.67128e-16 
