0	194.121
100	137.448
200	132.165
300	129.797
400	140.797
500	133.86
600	139.908
700	135.576
800	137.969
900	137.254
1000	137.685
1100	136.577
1200	141.946
1300	136.463
1400	140.432
1500	134.703
1600	141.294
1700	138.446
1800	139.353
1900	140.145
2000	140.675
2100	138.996
2200	140.941
2300	137.759
2400	140.473
2500	140.061
2600	142.58
2700	137.844
2800	138.258
2900	139.513
3000	139.125
3100	137.229
3200	142.82
3300	138.737
3400	138.953
3500	139.131
3600	141.454
3700	138.784
3800	138.562
3900	137.901
4000	139.365
4100	137.141
4200	138.509
4300	140.463
4400	139.29
4500	137.9
4600	141.474
4700	138.108
4800	140.413
4900	138.245
5000	138.886
5100	140.187
5200	140.572
5300	140.753
5400	140.401
5500	137.06
5600	137.868
5700	139.02
5800	140.181
5900	139.074
6000	139.594
6100	137.388
6200	141.523
6300	139.062
6400	138.36
6500	139.399
6600	140.447
6700	137.312
6800	137.209
6900	139.913
7000	139.155
7100	139.676
7200	140.663
7300	140.214
7400	139.816
7500	139.964
7600	139.277
7700	138.314
7800	138.677
7900	138.825
8000	139.678
8100	138.716
8200	140.945
8300	140.295
8400	140.598
8500	140.322
8600	139.042
8700	137.681
8800	140.913
8900	137.644
9000	138.924
9100	137.442
9200	138.372
9300	138.899
9400	140.264
9500	139.675
9600	141.479
9700	139.234
9800	139.901
9900	139.269
10000	139.22
10100	139.867
10200	139.032
10300	138.63
10400	140.268
10500	138.794
10600	140.65
10700	140.606
10800	136.814
10900	138.668
11000	137.428
11100	137.372
11200	138.175
11300	138.938
11400	139.896
11500	139.995
11600	141.313
11700	137.909
11800	136.251
11900	137.47
12000	139.748
12100	140.281
12200	141.62
12300	138.673
12400	138.254
12500	139.702
12600	139.27
12700	140.104
12800	139.836
12900	138.831
13000	140.865
13100	139.335
13200	140.348
13300	137.744
13400	138.87
13500	137.862
13600	141.605
13700	137.303
13800	137.859
13900	137.262
14000	139.099
14100	139.282
14200	139.21
14300	139.883
14400	138.247
14500	138.798
14600	138.558
14700	140.808
14800	140.586
14900	137.312
15000	138.23
15100	137.284
15200	138.909
15300	138.943
15400	138.825
15500	139.267
15600	140.135
15700	141.435
15800	139.235
15900	138.872
16000	137.004
16100	141.032
16200	138.433
16300	141.306
16400	139.533
16500	138.526
16600	138.434
16700	138.799
16800	140.659
16900	142.092
17000	139.887
17100	138.177
17200	138.789
17300	140.124
17400	139.157
17500	139.277
17600	138.554
17700	139.438
17800	137.311
17900	140.663
18000	137.281
18100	138.234
18200	137.213
18300	140.869
18400	138.788
18500	137.2
18600	137.982
18700	138.636
18800	141.905
18900	140.598
19000	140.068
19100	139.103
19200	137.901
19300	138.169
19400	140.595
19500	139.057
19600	136.45
19700	137.536
19800	140.025
19900	140.28
20000	138.656
20100	138.339
20200	137.141
20300	138.283
20400	140.621
20500	142.096
20600	139.875
20700	137.016
20800	138.435
20900	139.519
21000	139.613
21100	138.378
21200	138.801
21300	137.48
21400	138.115
21500	139.74
21600	139.858
21700	139.398
21800	138.056
21900	140.657
22000	139.376
22100	139.493
22200	139.3
22300	138.889
22400	138.498
22500	141.699
22600	138.868
22700	139.866
22800	139.571
22900	139.196
23000	139.007
23100	139.626
23200	139.065
23300	139.386
23400	138.73
23500	139.424
23600	140.128
23700	139.448
23800	140.539
23900	136.591
24000	138.855
24100	140.344
24200	141.396
24300	139.857
24400	137.759
24500	138.501
24600	138.883
24700	137.11
24800	139.172
24900	138.541
25000	138.535
25100	139.321
25200	137.868
25300	140.253
25400	140.201
25500	137.299
25600	137.752
25700	139.64
25800	140.76
25900	139.478
26000	139.383
26100	136.902
26200	140.009
26300	139.52
26400	138.843
26500	138.71
26600	139.854
26700	138.562
26800	137.954
26900	138.339
27000	140.009
27100	137.666
27200	139.734
27300	140.09
27400	140.594
27500	136.39
27600	138.767
27700	138.887
27800	140.857
27900	138.909
28000	139.502
28100	138.344
28200	142.102
28300	138.818
28400	140.94
28500	138.981
28600	138.179
28700	137.899
28800	139.809
28900	140.742
29000	139.935
29100	138.076
29200	138.203
29300	139.86
29400	141.361
29500	140.672
29600	140.094
29700	138.772
29800	138.056
29900	138.361
30000	139.083
30100	139.114
30200	137.727
30300	139.621
30400	139.522
30500	140.053
30600	138.252
30700	137.929
30800	139.04
30900	140.027
31000	139.439
31100	139.596
31200	139.088
31300	137.686
31400	140.051
31500	141.229
31600	140.898
31700	137.505
31800	137.811
31900	139.945
32000	139.361
32100	139.878
32200	138.673
32300	139.143
32400	137.014
32500	138.48
32600	140.055
32700	139.641
32800	137.931
32900	137.72
33000	140.914
33100	140.075
33200	139.227
33300	141.181
33400	138.629
33500	138.793
33600	139.149
33700	140.523
33800	138.779
33900	137.56
34000	139.515
34100	141.861
34200	140.453
34300	140.418
34400	139.976
34500	139.487
34600	142.163
34700	140.258
34800	139.775
34900	139.587
35000	139.656
35100	139.164
35200	136.36
35300	140.581
35400	139.854
35500	137.358
35600	138.376
35700	139.408
35800	140.083
35900	137.745
36000	140.401
36100	137.418
36200	141.61
36300	138.922
36400	138.962
36500	139.117
36600	138.91
36700	140.055
36800	139.394
36900	140.397
37000	137.836
37100	136.318
37200	139.045
37300	140.091
37400	139.923
37500	136.895
37600	136.853
37700	139.352
37800	141.257
37900	137.525
38000	140.245
38100	138.827
38200	137.674
38300	138.605
38400	139.53
38500	138.875
38600	138.933
38700	138.27
38800	138.929
38900	140.101
39000	138.115
39100	138.756
